order_id,order_date,ship_mode,processing_mode,rdy2ship_date,pickup_date,customer_id,customer_name,on_truck_scan_date,arrival_scan_date,origin_channel,country/region,city,state,postal_code,region,categories,sub_categories,product_ids,quantity_ttl,sales_ttl,discount_ttl,profit_ttl,order_to_truck_time,processing_time,waiting_time
CA-2018-150714,2018-10-26,Standard Class,,,,KH-16690,Kristen Hastings,,,Sales,United States,Springfield,Oregon,97477.0,West,"Power Muesli, Power Muesli, Power Muesli, Power Muesli, Power Muesli","Mega Protein, No Taste All Power, Nuts and more, Steel Cut, Super Fibre Boost","OFF-AP-10003287, OFF-LA-10001474, OFF-PA-10001497, OFF-ST-10001809, OFF-BI-10002982",31,1215.269,1.5,-56.35139999999998,,,
CA-2020-120894,2020-04-28,Standard Class,Standard Processing,,,JL-15130,Jack Lebron,2020-05-06,,Email,United States,Wilmington,North Carolina,28403.0,South,Power Muesli,Mega Protein,OFF-AP-10000252,3,28.08,0.2,5.265,8.0,,
US-2018-117492,2018-08-07,First Class,,,,NS-18640,Noel Staavos,,,Sales,United States,Baltimore,Maryland,21215.0,East,Power Muesli,Mega Protein,OFF-AP-10001492,9,77.58,0.0,20.1708,,,
CA-2019-130393,2019-12-01,Second Class,Standard Processing,,,JM-15865,John Murray,2019-12-06,2019-12-09,Email,United States,San Angelo,Texas,76903.0,Central,"Power Muesli, Toasted Muesli, Toasted Muesli","Mega Protein, With Nuts, With Nuts","OFF-AP-10004859, FUR-CH-10002647, FUR-CH-10004477",11,345.324,1.4,-49.83,5.0,,
US-2017-112949,2017-06-20,Standard Class,,,,Co-12640,Corey-Lock,,,Email,United States,Lawton,Oklahoma,73505.0,Central,"Power Muesli, Power Muesli","Mega Protein, Super Mega Protein","OFF-AP-10001005, OFF-AR-10003469",8,475.41999999999996,0.0,157.41660000000002,,,
CA-2018-120915,2018-09-28,Second Class,,,,JJ-15445,Jennifer Jackson,,,Email,United States,New York City,New York,10035.0,East,"Power Muesli, Special Projects Muesil","Mega Protein, Only Oats","OFF-AP-10002578, TEC-PH-10003012",8,601.5,0.0,165.6294,,,
CA-2018-141327,2018-11-30,First Class,,,,LR-16915,Lena Radford,,,Email,United States,Durham,North Carolina,27707.0,South,"Power Muesli, Power Muesli, Toasted Muesli","Mega Protein, Super Fibre Boost, With Fruit and Nuts","OFF-AP-10001293, OFF-BI-10000546, FUR-FU-10000576",12,440.144,1.0999999999999999,30.782400000000003,,,
CA-2020-128769,2020-09-07,Standard Class,Standard Processing,,,DM-12955,Dario Medina,2020-09-16,,Sales,United States,Nashville,Tennessee,37211.0,South,Power Muesli,Mega Protein,OFF-AP-10001271,2,81.568,0.2,7.1372,9.0,,
CA-2018-129217,2018-05-10,First Class,,,,DP-13390,Dennis Pardue,,,Facebook,United States,Aurora,Illinois,60505.0,Central,"Power Muesli, Power Muesli","Mega Protein, Super Mega Protein","OFF-AP-10002439, OFF-AR-10004602",7,107.75399999999999,1.0,-187.9406,,,
CA-2018-140221,2018-03-05,Second Class,,,,MS-17365,Maribeth Schnelling,,,Email,United States,Chicago,Illinois,60653.0,Central,"Power Muesli, Power Muesli, Power Muesli, Toasted Muesli","Mega Protein, Steel Cut, Super Fibre Boost, With Fruit and Nuts","OFF-AP-10000828, OFF-ST-10000777, OFF-BI-10002854, FUR-FU-10000023",11,257.32,2.4,-483.2092,,,
CA-2017-131800,2017-12-30,Standard Class,,,,AJ-10960,Astrea Jones,,,Email,United States,New York City,New York,10035.0,East,"Power Muesli, Power Muesli","Mega Protein, Super Fibre Boost","OFF-AP-10004136, OFF-BI-10003429",10,158.388,0.2,43.5849,,,
CA-2019-130778,2019-11-19,Standard Class,Standard Processing,,,ND-18370,Natalie DeCherney,2019-11-27,,Email,United States,Long Beach,New York,11561.0,East,"Power Muesli, Power Muesli","Mega Protein, Nuts and more","OFF-AP-10000595, OFF-PA-10001509",7,53.49,0.0,22.857400000000002,8.0,,
CA-2020-141481,2020-06-11,First Class,Express,,,ZD-21925,Zuschuss Donatelli,2020-06-15,,Email,United States,Los Angeles,California,90036.0,West,Power Muesli,Mega Protein,OFF-AP-10004532,3,61.44,0.0,16.5888,4.0,,
CA-2020-147207,2020-01-02,Second Class,Standard Processing,,,TS-21655,Trudy Schmidt,2020-01-08,,Email,United States,El Paso,Texas,79907.0,Central,"Power Muesli, Power Muesli, Power Muesli, Toasted Muesli","Mega Protein, Steel Cut, Super Mega Protein, Sweetened","OFF-AP-10000027, OFF-ST-10002615, OFF-AR-10001955, FUR-TA-10002958",12,1322.75,1.5,-151.3382,6.0,,
CA-2018-158701,2018-01-05,Standard Class,,,,JL-15175,James Lanier,,,Facebook,United States,San Francisco,California,94110.0,West,"Power Muesli, Power Muesli","Mega Protein, Super Fibre Boost","OFF-AP-10004859, OFF-BI-10001294",12,143.51999999999998,0.2,41.1372,,,
CA-2020-156272,2020-03-21,Standard Class,Standard Processing,,,PW-19030,Pauline Webber,2020-03-25,,Sales,United States,Pompano Beach,Florida,33068.0,South,Power Muesli,Mega Protein,OFF-AP-10001242,1,64.384,0.2,8.048,4.0,,
CA-2017-139423,2017-11-01,Standard Class,,,,DG-13300,Deirdre Greer,,,Sales,United States,Orange,New Jersey,7050.0,East,Power Muesli,Mega Protein,OFF-AP-10004708,2,76.12,0.0,22.0748,,,
CA-2019-142594,2019-12-01,Second Class,Standard Processing,,,EJ-14155,Eva Jacobs,2019-12-11,2019-12-13,Email,United States,Franklin,Massachusetts,2038.0,East,"Power Muesli, Special Projects Muesil, Toasted Muesli, Toasted Muesli","Mega Protein, Only Oats, Sweetened, With Fruit and Nuts","OFF-AP-10002945, TEC-PH-10000193, FUR-TA-10001095, FUR-FU-10002045",14,1517.049,0.3,335.35560000000004,10.0,,
CA-2020-125451,2020-10-23,First Class,Express,,,AH-10075,Adam Hart,2020-10-26,,Sales,United States,Cranston,Rhode Island,2920.0,East,"Power Muesli, Power Muesli, Toasted Muesli, Toasted Muesli, Toasted Muesli, Toasted Muesli","Mega Protein, Nuts and more, Sweetened, Sweetened, With Fruit and Nuts, With Fruit and Nuts","OFF-AP-10002906, OFF-PA-10003724, FUR-TA-10001039, FUR-TA-10004915, FUR-FU-10004963, FUR-FU-10000277",22,1169.98,0.6,-54.1212,3.0,,
CA-2018-101000,2018-04-09,Standard Class,,,,IG-15085,Ivan Gibson,,,Email,United States,Norwich,Connecticut,6360.0,East,Power Muesli,Mega Protein,OFF-AP-10000179,3,370.14,0.0,144.3546,,,
CA-2020-101273,2020-08-27,Second Class,Standard Processing,,,ST-20530,Shui Tom,2020-09-02,,Email,United States,Port Saint Lucie,Florida,34952.0,South,Power Muesli,Mega Protein,OFF-AP-10000804,4,14.336,0.2,0.896,6.0,,
CA-2017-141110,2017-11-26,Standard Class,,,,LS-17200,Luke Schmidt,,,Sales,United States,Fresno,California,93727.0,West,"Power Muesli, Power Muesli, Power Muesli, Power Muesli","Mega Protein, Nuts and more, Super Fibre Boost, Super Fibre Boost","OFF-AP-10000692, OFF-PA-10002586, OFF-BI-10002012, OFF-BI-10001553",9,67.112,0.4,22.444200000000002,,,
CA-2017-151946,2017-06-04,Standard Class,,,,BT-11440,Bobby Trafton,,,Email,United States,New York City,New York,10035.0,East,"Power Muesli, Toasted Muesli, Toasted Muesli, Toasted Muesli","Mega Protein, With Fruit, With Fruit and Nuts, With Fruit and Nuts","OFF-AP-10001626, FUR-BO-10003272, FUR-FU-10002878, FUR-FU-10002191",10,440.048,0.2,-12.374399999999998,,,
CA-2020-104318,2020-05-13,Standard Class,Standard Processing,,,FH-14275,Frank Hawley,2020-05-20,,Sales,United States,Franklin,Tennessee,37064.0,South,Power Muesli,Mega Protein,OFF-AP-10000358,2,20.768,0.2,2.3364,7.0,,
CA-2019-107783,2019-07-28,First Class,Express,,,OT-18730,Olvera Toch,2019-07-31,,Email,United States,Bethlehem,Pennsylvania,18018.0,East,"Power Muesli, Power Muesli, Toasted Muesli","Mega Protein, Super Fibre Boost, With Fruit","OFF-AP-10004052, OFF-BI-10000545, FUR-BO-10004409",14,1556.694,1.4,-990.543,3.0,,
CA-2020-119284,2020-06-15,Standard Class,Standard Processing,,,TS-21205,Thomas Seio,2020-06-24,,Sales,United States,Nashville,Tennessee,37211.0,South,"Power Muesli, Power Muesli, Special Projects Muesil, Special Projects Muesil, Power Muesli, Toasted Muesli, Toasted Muesli","Mega Protein, Nuts and more, Only Oats, Only Oats, Steel Cut, Sweetened, With Fruit and Nuts","OFF-AP-10004249, OFF-PA-10000312, TEC-PH-10001051, TEC-PH-10000560, OFF-ST-10001490, FUR-TA-10004152, FUR-FU-10004351",31,2942.784,1.6,286.35949999999997,9.0,,
CA-2018-133494,2018-03-01,Standard Class,,,,RP-19390,Resi Pölking,,,Email,United States,Philadelphia,Pennsylvania,19120.0,East,Power Muesli,Mega Protein,OFF-AP-10002906,2,3.552,0.2,0.444,,,
CA-2019-120824,2019-06-12,Second Class,Standard Processing,,,AW-10930,Arthur Wiediger,2019-06-19,,Facebook,United States,Houston,Texas,77070.0,Central,"Power Muesli, Power Muesli, Power Muesli, Power Muesli, Power Muesli, Toasted Muesli, Toasted Muesli","Mega Protein, Nuts and more, Steel Cut, Super Fibre Boost, Super Mega Protein, With Fruit and Nuts, With Nuts","OFF-AP-10001242, OFF-PA-10000232, OFF-ST-10002562, OFF-BI-10001525, OFF-AR-10003469, FUR-FU-10001424, FUR-CH-10000229",30,546.616,3.1,-271.0642,7.0,,
CA-2019-114307,2019-07-22,Standard Class,Standard Processing,,,MF-17665,Maureen Fritzler,2019-07-29,,Sales,United States,Columbia,Maryland,21044.0,East,"Power Muesli, Power Muesli, Power Muesli, Toasted Muesli","Mega Protein, Nuts and more, Super Fibre Boost, With Fruit and Nuts","OFF-AP-10002350, OFF-PA-10004100, OFF-BI-10002012, FUR-FU-10000794",16,122.34,0.0,47.3484,7.0,,
CA-2018-107083,2018-11-21,Standard Class,,,,BB-11545,Brenda Bowman,,,Sales,United States,Fort Worth,Texas,76106.0,Central,"Power Muesli, Power Muesli, Power Muesli, Power Muesli","Mega Protein, Super Fibre Boost, Super Fibre Boost, Super Mega Protein","OFF-AP-10004136, OFF-BI-10000756, OFF-BI-10002194, OFF-AR-10002257",12,39.608000000000004,2.6,-82.59320000000001,,,
CA-2020-115882,2020-09-14,First Class,Express,,,DB-13555,Dorothy Badders,2020-09-18,,Sales,United States,Raleigh,North Carolina,27604.0,South,"Power Muesli, Power Muesli","Mega Protein, Nuts and more","OFF-AP-10002534, OFF-PA-10001125",7,1017.136,0.4,117.5134,4.0,,
CA-2018-132276,2018-02-23,Standard Class,,,,LC-16960,Lindsay Castell,,,Facebook,United States,New York City,New York,10024.0,East,"Power Muesli, Power Muesli","Mega Protein, Super Fibre Boost","OFF-AP-10000804, OFF-BI-10002982",8,37.775999999999996,0.2,10.5336,,,
US-2019-140172,2019-03-08,Standard Class,Standard Processing,,,SP-20650,Stephanie Phelps,2019-03-15,,Sales,United States,Jackson,Michigan,49201.0,Central,"Power Muesli, Power Muesli","Mega Protein, Super Mega Protein","OFF-AP-10004233, OFF-AR-10002766",8,221.044,0.1,52.0866,7.0,,
CA-2018-125934,2018-09-11,Standard Class,,,,SN-20560,Skye Norling,,,Facebook,United States,Paterson,New Jersey,7501.0,East,"Power Muesli, Power Muesli, Power Muesli, Power Muesli, Toasted Muesli","Mega Protein, No Taste All Power, Nuts and more, Super Fibre Boost, With Fruit and Nuts","OFF-AP-10003860, OFF-LA-10000414, OFF-PA-10000556, OFF-BI-10004593, FUR-FU-10002107",21,399.49,0.0,163.888,,,
CA-2018-158148,2018-12-20,Standard Class,,,,JM-15865,John Murray,,,Email,United States,Arlington,Virginia,22204.0,South,Power Muesli,Mega Protein,OFF-AP-10003281,3,36.27,0.0,10.881,,,
CA-2019-147256,2019-10-17,Second Class,Standard Processing,,,FC-14245,Frank Carlisle,2019-10-23,2019-10-28,Facebook,United States,Columbia,Missouri,65203.0,Central,"Power Muesli, Special Projects Muesil","Mega Protein, Only Oats","OFF-AP-10003057, TEC-PH-10003072",10,2377.56,0.0,972.2454,6.0,,
US-2019-144057,2019-05-09,Standard Class,Standard Processing,,,CV-12805,Cynthia Voltz,2019-05-15,2019-05-20,Sales,United States,Austin,Texas,78745.0,Central,"Power Muesli, Power Muesli, Power Muesli, Power Muesli, Power Muesli","Mega Protein, Nuts and more, Steel Cut, Super Fibre Boost, Super Fibre Boost","OFF-AP-10000390, OFF-PA-10004327, OFF-ST-10001490, OFF-BI-10002852, OFF-BI-10002353",22,1013.7919999999999,2.8000000000000003,-46.03800000000001,6.0,,
CA-2017-132913,2017-12-24,First Class,,,,AS-10090,Adam Shillingsburg,,,Email,United States,San Diego,California,92037.0,West,Power Muesli,Mega Protein,OFF-AP-10003278,1,13.97,0.0,3.6322,,,
CA-2020-150266,2020-11-25,Standard Class,Standard Processing,2020-11-30,2020-12-02,RO-19780,Rose O'Brian,2020-12-02,,Email,United States,Houston,Texas,77070.0,Central,"Power Muesli, Special Projects Muesil, Power Muesli, Toasted Muesli","Mega Protein, Only Oats, Super Mega Protein, With Nuts","OFF-AP-10002867, TEC-PH-10003437, OFF-AR-10001761, FUR-CH-10002126",19,1240.418,1.5,-162.94140000000002,7.0,5.0,2.0
CA-2019-110898,2019-03-06,Standard Class,Standard Processing,,,LC-16870,Lena Cacioppo,2019-03-13,,Email,United States,Chicago,Illinois,60623.0,Central,"Power Muesli, Power Muesli, Toasted Muesli, Toasted Muesli","Mega Protein, Super Fibre Boost, Sweetened, With Fruit and Nuts","OFF-AP-10001626, OFF-BI-10004656, FUR-TA-10000849, FUR-FU-10003773",14,309.082,2.7,-303.15700000000004,7.0,,
CA-2017-109043,2017-08-15,First Class,,,,CS-12355,Christine Sundaresam,,,Email,United States,Hollywood,Florida,33021.0,South,"Power Muesli, Power Muesli","Mega Protein, Nuts and more","OFF-AP-10004708, OFF-PA-10000312",10,243.60000000000002,0.4,46.819,,,
CA-2020-128041,2020-09-01,First Class,Express,,,RW-19540,Rick Wilson,2020-09-02,,Sales,United States,Seattle,Washington,98103.0,West,"Power Muesli, Toasted Muesli","Mega Protein, Sweetened","OFF-AP-10001005, FUR-TA-10002607",8,598.1600000000001,0.0,149.1876,1.0,,
CA-2018-168760,2018-09-22,Second Class,,,,MM-18280,Muhammed MacIntyre,,,Sales,United States,Los Angeles,California,90049.0,West,Power Muesli,Mega Protein,OFF-AP-10004532,3,61.44,0.0,16.5888,,,
CA-2019-143406,2019-09-26,Standard Class,Standard Processing,,,LR-17035,Lisa Ryan,2019-10-02,2019-10-07,Sales,United States,Houston,Texas,77041.0,Central,"Power Muesli, Toasted Muesli","Mega Protein, With Nuts","OFF-AP-10001564, FUR-CH-10000513",7,547.997,1.1,-387.67589999999996,6.0,,
CA-2020-122007,2020-03-18,Second Class,Standard Processing,,,JK-15325,Jason Klamczynski,2020-03-23,,Sales,United States,Los Angeles,California,90032.0,West,Power Muesli,Mega Protein,OFF-AP-10000358,7,90.86,0.0,26.3494,5.0,,
CA-2020-100055,2020-05-28,Standard Class,Standard Processing,,,MD-17860,Michael Dominguez,2020-06-03,,Sales,United States,Laurel,Maryland,20707.0,East,"Power Muesli, Toasted Muesli","Mega Protein, With Fruit and Nuts","OFF-AP-10001469, FUR-FU-10001473",5,152.59,0.0,46.1733,6.0,,
US-2020-166688,2020-05-20,Standard Class,Standard Processing,,,RD-19480,Rick Duston,2020-05-27,,Email,United States,Las Vegas,Nevada,89115.0,West,"Power Muesli, Special Projects Muesil, Power Muesli","Mega Protein, Only Oats, Super Fibre Boost","OFF-AP-10000358, TEC-PH-10004094, OFF-BI-10004040",16,1196.316,0.4,92.0209,7.0,,
US-2017-157070,2017-06-01,Standard Class,,,,QJ-19255,Quincy Jones,,,Sales,United States,Detroit,Michigan,48234.0,Central,"Power Muesli, Power Muesli","Mega Protein, Super Fibre Boost","OFF-AP-10004859, OFF-BI-10001765",9,204.07999999999998,0.1,78.8848,,,
CA-2020-103765,2020-11-24,Standard Class,Standard Processing,,,JG-15310,Jason Gross,2020-12-02,,Sales,United States,Odessa,Texas,79762.0,Central,Power Muesli,Mega Protein,OFF-AP-10002311,1,13.762,0.8,-24.7716,8.0,,
CA-2020-140515,2020-03-19,Standard Class,Standard Processing,,,GZ-14545,George Zrebassa,2020-03-25,2020-03-30,Sales,United States,Los Angeles,California,90008.0,West,Power Muesli,Mega Protein,OFF-AP-10001205,7,381.36,0.0,106.7808,6.0,,
CA-2018-124499,2018-10-09,Standard Class,,,,FM-14380,Fred McMath,,,Email,United States,Detroit,Michigan,48227.0,Central,"Power Muesli, Toasted Muesli","Mega Protein, With Nuts","OFF-AP-10002191, FUR-CH-10000513",8,659.8800000000001,0.1,89.07929999999999,,,
US-2020-152898,2020-09-11,Standard Class,Standard Processing,,,CB-12025,Cassandra Brandow,2020-09-16,,Email,United States,Richmond,Virginia,23223.0,South,Power Muesli,Mega Protein,OFF-AP-10000027,5,67.9,0.0,20.37,5.0,,
CA-2018-111948,2018-11-11,First Class,,,,AG-10495,Andrew Gjertsen,,,Sales,United States,Detroit,Michigan,48234.0,Central,"Power Muesli, Power Muesli","Mega Protein, Steel Cut","OFF-AP-10002311, OFF-ST-10003282",9,542.178,0.1,163.9204,,,
CA-2018-164497,2018-11-28,First Class,,,,AJ-10945,Ashley Jarboe,,,Email,United States,San Francisco,California,94110.0,West,Power Muesli,Mega Protein,OFF-AP-10004655,4,45.28,0.0,15.3952,,,
US-2020-127292,2020-01-19,Standard Class,Standard Processing,,,RM-19375,Raymond Messe,2020-01-27,,Email,United States,Burlington,Vermont,,East,"Power Muesli, Power Muesli, Power Muesli, Power Muesli","Mega Protein, Nuts and more, Nuts and more, Power Clean Fibre Boost","OFF-AP-10000828, OFF-PA-10000157, OFF-PA-10001970, OFF-EN-10001509",9,637.1800000000001,0.0,196.316,8.0,,
CA-2017-125997,2017-09-20,First Class,,,,MW-18220,Mitch Webber,,,Email,United States,New York City,New York,10011.0,East,"Power Muesli, Power Muesli, Special Projects Muesil, Special Projects Muesil, Toasted Muesli, Toasted Muesli","Mega Protein, No Taste All Power, Only Oats, Only Oats, With Fruit, With Nuts","OFF-AP-10003842, OFF-LA-10002762, TEC-PH-10003484, TEC-PH-10003072, FUR-BO-10002213, FUR-CH-10001394",25,3519.3700000000003,0.30000000000000004,992.7092,,,
CA-2020-152926,2020-10-02,Second Class,Standard Processing,,,SC-20695,Steve Chapman,2020-10-07,,Sales,United States,Houston,Texas,77041.0,Central,"Power Muesli, Power Muesli","Mega Protein, Mega Protein","OFF-AP-10004708, OFF-AP-10001947",8,37.208,1.6,-94.8804,5.0,,
CA-2017-165477,2017-12-29,Second Class,,,,RE-19405,Ricardo Emerson,,,Email,United States,Kent,Ohio,44240.0,East,Power Muesli,Mega Protein,OFF-AP-10003281,5,48.36,0.2,6.045,,,
US-2020-104451,2020-05-08,Second Class,Standard Processing,,,MM-18055,Michelle Moray,2020-05-13,2020-05-15,Email,United States,San Francisco,California,94110.0,West,Power Muesli,Mega Protein,OFF-AP-10000692,4,81.08,0.0,22.7024,5.0,,
CA-2019-131744,2019-06-18,Second Class,Standard Processing,,,SC-20770,Stewart Carmichael,2019-06-21,,Sales,United States,Philadelphia,Pennsylvania,19134.0,East,"Power Muesli, Power Muesli, Power Muesli","Mega Protein, Nuts and more, Super Fibre Boost","OFF-AP-10001394, OFF-PA-10004610, OFF-BI-10003910",7,465.074,1.1,89.005,3.0,,
CA-2020-104619,2020-01-24,Standard Class,Standard Processing,,,KD-16495,Keith Dawkins,2020-01-31,,Sales,United States,San Jose,California,95123.0,West,"Power Muesli, Special Projects Muesil, Power Muesli","Mega Protein, Only Oats, Super Fibre Boost","OFF-AP-10001492, TEC-PH-10000193, OFF-BI-10004318",8,412.996,0.4,104.9548,7.0,,
CA-2018-116841,2018-04-14,Standard Class,,,,TP-21130,Theone Pippenger,,,Email,United States,Springfield,Oregon,97477.0,West,Power Muesli,Mega Protein,OFF-AP-10002403,1,35.208,0.2,2.6406,,,
CA-2018-138625,2018-11-02,First Class,,,,EG-13900,Emily Grady,,,Email,United States,Chesapeake,Virginia,23320.0,South,Power Muesli,Mega Protein,OFF-AP-10003099,4,197.72,0.0,55.3616,,,
CA-2020-137449,2020-06-29,First Class,Express,,,ME-17725,Max Engle,2020-07-01,,Email,United States,Dallas,Texas,75220.0,Central,"Power Muesli, Toasted Muesli, Toasted Muesli","Mega Protein, Sweetened, With Fruit","OFF-AP-10000240, FUR-TA-10002855, FUR-BO-10000780",8,738.7052,1.42,-190.5318,2.0,,
CA-2020-154809,2020-02-13,Standard Class,Standard Processing,,,MH-17455,Mark Hamilton,2020-02-19,,Email,United States,Minneapolis,Minnesota,55407.0,Central,Power Muesli,Mega Protein,OFF-AP-10004785,8,90.64,0.0,38.9752,6.0,,
CA-2019-107104,2019-11-26,Standard Class,Standard Processing,,,MS-17365,Maribeth Schnelling,2019-12-04,,Email,United States,Los Angeles,California,90045.0,West,"Power Muesli, Power Muesli, Toasted Muesli, Toasted Muesli","Mega Protein, Super Mega Protein, With Fruit, With Fruit and Nuts","OFF-AP-10000055, OFF-AR-10004269, FUR-BO-10002213, FUR-FU-10002937",25,4104.174,0.15,487.8992,8.0,,
US-2019-151260,2019-12-11,First Class,Express,,,SC-20695,Steve Chapman,2019-12-16,,Sales,United States,Springfield,Ohio,45503.0,East,Power Muesli,Mega Protein,OFF-AP-10002892,4,73.536,0.2,9.192,5.0,,
CA-2020-154116,2020-12-15,Standard Class,Standard Processing,,,KM-16660,Khloe Miller,2020-12-23,,Email,United States,Inglewood,California,90301.0,West,"Power Muesli, Power Muesli, Special Projects Muesil","Mega Protein, Nuts and more, Only Oats","OFF-AP-10000027, OFF-PA-10004569, TEC-PH-10000675",10,273.92600000000004,0.2,41.7843,8.0,,
CA-2020-129294,2020-03-16,Standard Class,Standard Processing,,,KD-16615,Ken Dana,2020-03-25,,Sales,United States,Los Angeles,California,90032.0,West,"Power Muesli, Power Muesli, Power Muesli, Power Muesli","Mega Protein, Steel Cut, Super Fibre Boost, Super Fibre Boost","OFF-AP-10001154, OFF-ST-10002615, OFF-BI-10004236, OFF-BI-10001757",16,540.934,0.4,165.28130000000002,9.0,,
CA-2019-123533,2019-11-24,Standard Class,Standard Processing,,,SC-20050,Sample Company A,2019-12-04,,Facebook,United States,Hialeah,Florida,33012.0,South,"Power Muesli, Power Muesli, Toasted Muesli","Mega Protein, Nuts and more, With Fruit","OFF-AP-10002765, OFF-PA-10001609, FUR-BO-10001619",11,392.832,0.6000000000000001,16.158,10.0,,
